transcript	description	eval	begin	end
MSTRG.44474.3	Extended AAA-ATPase domain	9.02e-05	265	358
MSTRG.44482.1	G proteins	0.0017	21	123
MSTRG.44485.1	Formyltransferase	0.0077	44	133
MSTRG.4449.7	Acetyl-CoA synthetase-like	0.014	24	76
MSTRG.44500.2	Canonical RBD	0.0053	18	110
MSTRG.44527.10	Protein kinases, catalytic subunit	2.15e-08	40	328
MSTRG.44527.11	Protein kinases, catalytic subunit	2.15e-08	40	328
MSTRG.44527.2	Protein kinases, catalytic subunit	2.15e-08	40	328
MSTRG.44527.7	Protein kinases, catalytic subunit	2.15e-08	40	328
MSTRG.44529.1	Cyclophilin (peptidylprolyl isomerase)	1.94e-06	1	105
MSTRG.44532.1	PaaD-like	0.023	39	98
MSTRG.44533.3	Protein kinases, catalytic subunit	0.00055	12	69
MSTRG.44535.1	Regulator of chromosome condensation RCC1	0.00071	368	734
MSTRG.44535.10	Regulator of chromosome condensation RCC1	0.021	2	153
MSTRG.44535.2	Regulator of chromosome condensation RCC1	0.00071	368	734
MSTRG.44535.3	Regulator of chromosome condensation RCC1	0.00071	368	734
MSTRG.44550.2	G proteins	0.00077	4	42
MSTRG.44560.14	Tropomyosin	3.96e-09	5	248
MSTRG.44560.17	Tropomyosin	6.01e-07	5	178
MSTRG.44560.9	Tropomyosin	6.01e-07	5	178
MSTRG.44566.1	VBS domain	7.66e-06	1842	1976
MSTRG.44566.1	VBS domain	0.031	1229	1365
MSTRG.44566.1	VBS domain	0.01	1078	1211
MSTRG.44566.1	VBS domain	0.013	2008	2135
MSTRG.44566.1	VBS domain	0.063	1700	1818
MSTRG.44566.1	I/LWEQ domain	0.00012	2298	2488
MSTRG.44566.1	I/LWEQ domain	0.0092	1473	1559
MSTRG.44566.1	I/LWEQ domain	2.08e-06	758	893
MSTRG.44566.1	A middle domain of Talin 1	3.12e-07	493	658
MSTRG.44566.1	I/LWEQ domain	4.7e-06	663	787
MSTRG.44566.1	I/LWEQ domain	0.0028	948	1046
MSTRG.44566.1	Second domain of FERM	1.3e-06	199	313
MSTRG.44566.1	Third domain of FERM	1.72e-05	314	404
MSTRG.44566.1	Ubiquitin-related	0.062	83	139
MSTRG.4457.2	Predicted metal-dependent hydrolase	0.0016	4	160
MSTRG.4458.1	Canonical RBD	0.017	430	495
MSTRG.44580.7	Nuclear receptor ligand-binding domain	6.9e-10	135	374
MSTRG.4459.1	Terpene synthases	8.57e-05	1	62
MSTRG.44592.3	Annexin	2.2e-11	17	336
MSTRG.44602.1	Transcription factor IIA (TFIIA), alpha-helical domain	0.0012	1	26
MSTRG.44602.15	Transcription factor IIA (TFIIA), alpha-helical domain	8.67e-05	3	53
MSTRG.44602.17	Transcription factor IIA (TFIIA), alpha-helical domain	8.67e-05	3	53
MSTRG.44602.4	Transcription factor IIA (TFIIA), alpha-helical domain	8.67e-05	3	53
MSTRG.44602.5	Transcription factor IIA (TFIIA), alpha-helical domain	8.67e-05	3	53
MSTRG.44608.1	RING finger domain, C3HC4	0.0029	923	976
MSTRG.44608.5	RING finger domain, C3HC4	0.0029	922	975
MSTRG.44611.6	SAP domain	0.0031	22	59
MSTRG.44611.7	Canonical RBD	0.0025	296	383
MSTRG.44611.7	SAP domain	0.0031	22	59
MSTRG.44611.8	SAP domain	0.0031	21	59
MSTRG.44626.1	Aquaporin-like	7.21e-06	23	269
MSTRG.4463.1	Eukaryotic type KH-domain (KH-domain type I)	4.29e-05	311	385
MSTRG.4463.1	Eukaryotic type KH-domain (KH-domain type I)	0.001	126	216
MSTRG.4463.1	Eukaryotic type KH-domain (KH-domain type I)	2.76e-05	40	114
MSTRG.4463.2	Eukaryotic type KH-domain (KH-domain type I)	4.29e-05	312	386
MSTRG.4463.2	Eukaryotic type KH-domain (KH-domain type I)	0.001	126	216
MSTRG.4463.2	Eukaryotic type KH-domain (KH-domain type I)	2.76e-05	40	114
MSTRG.44669.7	Classic zinc finger, C2H2	0.024	401	451
MSTRG.4468.2	LacY-like proton/sugar symporter	0.062	22	207
MSTRG.4468.6	Glycerol-3-phosphate transporter	0.091	18	444
MSTRG.4468.9	Glycerol-3-phosphate transporter	0.091	18	401
MSTRG.4469.1	Endostatin	2.38e-08	1137	1308
MSTRG.4469.1	Laminin G-like module	0.017	34	229
MSTRG.44725.6	Ribosomal protein L24e	0.034	4	37
MSTRG.44725.7	Ribosomal protein L24e	0.032	4	34
MSTRG.44756.3	Motor proteins	1.04e-17	13	814
MSTRG.44756.3	Motor proteins	0.026	815	914
MSTRG.44756.4	Motor proteins	5.93e-17	13	734
MSTRG.44763.2	Protein kinases, catalytic subunit	7.68e-07	12	323
MSTRG.44773.7	28-residue LRR	0.00029	181	243
MSTRG.44810.2	Glutamate-cysteine ligase family 2 (GCS2)	0.014	39	202
MSTRG.44810.2	Glutamate-cysteine ligase family 2 (GCS2)	0.014	248	355
MSTRG.44810.3	Glutamate-cysteine ligase family 2 (GCS2)	0.014	12	149
MSTRG.44810.3	Glutamate-cysteine ligase family 2 (GCS2)	0.014	195	300
MSTRG.44810.3	Glutamate-cysteine ligase family 2 (GCS2)	0.014	352	514
MSTRG.44833.1	G proteins	0.00033	3	48
MSTRG.44833.2	G proteins	0.00033	3	48
MSTRG.44833.3	G proteins	0.00033	3	48
MSTRG.44833.5	G proteins	0.00033	3	48
MSTRG.44836.1	FAD/NAD-linked reductases, N-terminal and central domains	0.066	35	95
MSTRG.44836.1	FAD/NAD-linked reductases, N-terminal and central domains	0.066	126	299
MSTRG.44841.3	Glycerol-3-phosphate transporter	0.023	28	69
MSTRG.44841.3	Glycerol-3-phosphate transporter	0.023	100	233
MSTRG.44855.3	Fibronectin type III	0.001	2119	2204
MSTRG.44855.3	Fibronectin type III	0.0024	2209	2292
MSTRG.44855.3	Integrin A (or I) domain	6.89e-05	127	318
MSTRG.44855.3	Integrin A (or I) domain	0.00012	1167	1378
MSTRG.44855.3	Integrin A (or I) domain	0.00022	2305	2504
MSTRG.44855.3	Integrin A (or I) domain	0.00017	432	617
MSTRG.44855.3	Fibronectin type III	0.001	634	803
MSTRG.44855.3	Fibronectin type III	0.001	1940	2106
MSTRG.44855.3	Fibronectin type III	0.001	1756	1925
MSTRG.44855.3	Fibronectin type III	0.0013	26	120
MSTRG.44855.3	Fibronectin type III	0.0013	325	422
MSTRG.44855.3	Fibronectin type III	0.00078	815	986
MSTRG.44855.3	Fibronectin type III	0.00067	1387	1563
MSTRG.44855.3	Fibronectin type III	0.0015	1568	1727
MSTRG.44855.3	Fibronectin type III	0.0019	1002	1176
MSTRG.44855.3	Laminin G-like module	0.051	2521	2724
MSTRG.44872.1	Motor proteins	5.09e-10	31	278
MSTRG.44872.1	Motor proteins	5.09e-10	306	834
MSTRG.44872.2	Motor proteins	3.26e-07	31	278
MSTRG.44872.2	Motor proteins	3.26e-07	306	354
MSTRG.4488.1	Internalin LRR domain	0.046	15	129
MSTRG.4488.3	Internalin LRR domain	0.046	15	129
MSTRG.44889.1	WD40-repeat	0.00012	171	544
MSTRG.44889.1	Bromodomain	0.00028	1300	1423
MSTRG.44889.1	Bromodomain	0.0015	1150	1261
MSTRG.44889.2	WD40-repeat	0.00012	171	544
MSTRG.44889.3	WD40-repeat	0.00016	171	506
MSTRG.4489.1	Phosphofructokinase	1.07e-05	340	746
MSTRG.4489.1	Phosphofructokinase	2.31e-07	8	347
MSTRG.44921.2	Branched-chain alpha-keto acid dehydrogenase Pyr module	4.71e-05	52	113
MSTRG.44936.1	Regulator of chromosome condensation RCC1	0.006	132	366
MSTRG.44936.1	BTB/POZ domain	0.0081	765	869
MSTRG.44936.1	BTB/POZ domain	0.014	539	642
MSTRG.44936.1	Ankyrin repeat	0.0012	46	127
MSTRG.44936.4	Regulator of chromosome condensation RCC1	0.006	132	366
MSTRG.44936.4	BTB/POZ domain	0.014	539	642
MSTRG.44936.4	Ankyrin repeat	0.0012	46	127
MSTRG.44950.1	Phosphoglucomutase, first 3 domains	0.0044	76	195
MSTRG.44950.1	Phosphoglucomutase, first 3 domains	0.0076	21	97
MSTRG.44951.4	RWD domain	4.96e-07	4	135
MSTRG.44957.13	Phosphoinositide-binding clathrin adaptor, domain 2	1.03e-06	153	284
MSTRG.44957.13	Phosphoinositide-binding clathrin adaptor, N-terminal domain	1.48e-06	23	148
MSTRG.44957.14	Phosphoinositide-binding clathrin adaptor, domain 2	1.03e-06	153	284
MSTRG.44957.14	Phosphoinositide-binding clathrin adaptor, N-terminal domain	1.48e-06	23	148
MSTRG.44957.3	Phosphoinositide-binding clathrin adaptor, domain 2	8.66e-05	1	60
MSTRG.44959.2	Cytochrome b5	0.0031	164	241
MSTRG.44959.2	Reductases	0.016	489	633
MSTRG.44959.2	Ferredoxin reductase FAD-binding domain-like	6e-04	383	500
MSTRG.44959.2	GS domain	0.014	283	371
MSTRG.4497.2	DJ-1/PfpI	1.59e-05	41	223
MSTRG.44976.3	Canonical RBD	0.003	146	240
MSTRG.44976.3	Canonical RBD	0.00012	244	330
MSTRG.44976.3	Canonical RBD	4e-04	330	433
MSTRG.44980.3	Classic zinc finger, C2H2	0.0049	305	361
MSTRG.44980.3	Classic zinc finger, C2H2	0.0053	472	529
MSTRG.44980.3	Classic zinc finger, C2H2	0.0055	416	473
MSTRG.44980.3	Classic zinc finger, C2H2	0.009	360	417
MSTRG.44980.3	Classic zinc finger, C2H2	0.017	248	305
MSTRG.44980.3	Classic zinc finger, C2H2	0.0041	518	570
MSTRG.44980.3	KRAB domain (Kruppel-associated box)	0.0013	5	64
MSTRG.44980.5	Classic zinc finger, C2H2	0.0053	472	529
MSTRG.44980.5	Classic zinc finger, C2H2	0.0049	305	361
MSTRG.44980.5	Classic zinc finger, C2H2	0.0055	416	473
MSTRG.44980.5	Classic zinc finger, C2H2	0.009	360	417
MSTRG.44980.5	Classic zinc finger, C2H2	0.017	248	305
MSTRG.44980.5	Classic zinc finger, C2H2	0.0051	516	576
MSTRG.44980.5	Classic zinc finger, C2H2	0.01	565	599
MSTRG.44980.5	KRAB domain (Kruppel-associated box)	0.0013	5	64
MSTRG.44988.1	Methenyltetrahydrofolate synthetase	3e-04	1	142
MSTRG.44988.6	Methenyltetrahydrofolate synthetase	0.015	2	29
MSTRG.45004.6	Methenyltetrahydrofolate synthetase	0.0025	10	118
MSTRG.45004.7	Methenyltetrahydrofolate synthetase	0.0025	10	118
MSTRG.45018.1	Chromo barrel domain	1.7e-05	7	51
MSTRG.45018.1	Chromo barrel domain	1.7e-05	90	122
MSTRG.4502.2	Glycerol-3-phosphate (1)-acyltransferase	0.022	64	185
MSTRG.45021.2	Pleckstrin-homology domain (PH domain)	0.0098	27	152
MSTRG.45038.2	Classic zinc finger, C2H2	0.0059	185	232
MSTRG.45038.4	Classic zinc finger, C2H2	0.0054	185	240
MSTRG.45038.4	Classic zinc finger, C2H2	0.0057	245	291
MSTRG.45075.1	Surp module (SWAP domain)	0.0011	401	486
MSTRG.45075.1	Canonical RBD	0.004	265	354
MSTRG.45075.1	RPR domain (SMART 00582 )	0.04	537	673
MSTRG.45075.2	Surp module (SWAP domain)	0.0011	402	483
MSTRG.45075.2	Canonical RBD	0.004	266	355
MSTRG.45087.2	Calponin-homology domain, CH-domain	8.5e-05	1	144
MSTRG.45089.4	HspBP1 domain	0.043	62	161
MSTRG.45089.4	HspBP1 domain	0.043	198	384
MSTRG.45109.1	RING finger domain, C3HC4	6e-04	28	77
MSTRG.45121.1	Classic zinc finger, C2H2	0.017	480	532
MSTRG.45121.1	Classic zinc finger, C2H2	0.012	1011	1063
MSTRG.45121.1	Classic zinc finger, C2H2	0.044	339	389
MSTRG.45121.1	Classic zinc finger, C2H2	0.017	1050	1105
MSTRG.45121.1	Classic zinc finger, C2H2	0.038	450	495
MSTRG.45121.1	BTB/POZ domain	0.0011	12	121
MSTRG.45121.2	Classic zinc finger, C2H2	0.017	480	532
MSTRG.45121.2	Classic zinc finger, C2H2	0.012	1011	1063
MSTRG.45121.2	Classic zinc finger, C2H2	0.044	339	389
MSTRG.45121.2	Classic zinc finger, C2H2	0.017	1050	1105
MSTRG.45121.2	Classic zinc finger, C2H2	0.038	450	495
MSTRG.45121.2	BTB/POZ domain	0.0011	12	121
MSTRG.45121.3	Classic zinc finger, C2H2	0.017	480	532
MSTRG.45121.3	Classic zinc finger, C2H2	0.012	1011	1063
MSTRG.45121.3	Classic zinc finger, C2H2	0.044	339	389
MSTRG.45121.3	Classic zinc finger, C2H2	0.017	1050	1105
MSTRG.45121.3	Classic zinc finger, C2H2	0.038	450	495
MSTRG.45121.3	BTB/POZ domain	0.0011	12	121
MSTRG.45134.2	Mitochondrial carrier	0.005	4	130
MSTRG.45134.3	Mitochondrial carrier	0.0025	2	90
MSTRG.45142.1	Cadherin	0.0068	39	154
MSTRG.45142.1	Laminin G-like module	0.093	332	543
MSTRG.45142.1	Cadherin	0.0069	150	269
MSTRG.45145.4	Adenylyltransferase	0.0015	4	50
MSTRG.45148.2	Fatty acid binding protein-like	1.87e-05	2	70
MSTRG.4516.2	Pyruvate oxidase and decarboxylase Pyr module	1e-04	46	216
MSTRG.4516.2	Pyruvate oxidase and decarboxylase PP module	0.0012	445	627
MSTRG.4516.2	Pyruvate oxidase and decarboxylase, middle domain	0.0013	203	213
MSTRG.4516.2	Pyruvate oxidase and decarboxylase, middle domain	0.0013	265	433
MSTRG.45182.1	G proteins	0.00018	13	61
MSTRG.45182.2	G proteins	4.19e-08	12	192
MSTRG.45182.3	G proteins	4.19e-08	12	192
MSTRG.45196.2	Multidrug resistance efflux transporter EmrE	0.016	140	240
MSTRG.45196.2	Multidrug resistance efflux transporter EmrE	0.025	311	390
MSTRG.45196.3	Multidrug resistance efflux transporter EmrE	0.016	140	240
MSTRG.45196.3	Multidrug resistance efflux transporter EmrE	0.025	311	390
MSTRG.45206.1	Biotin dependent carboxylase carboxyltransferase domain	3e-04	1	98
MSTRG.45206.2	Biotin dependent carboxylase carboxyltransferase domain	2.3e-07	246	501
MSTRG.45206.2	Biotin dependent carboxylase carboxyltransferase domain	1.02e-06	55	247
MSTRG.45248.1	Protein kinases, catalytic subunit	4.79e-06	292	554
MSTRG.45253.3	G proteins	0.002	12	48
MSTRG.45272.4	Atu3015-like	0.06	500	685
MSTRG.45274.2	Molybdenum cofactor biosynthesis protein MoeB	0.015	38	95
MSTRG.45274.3	Molybdenum cofactor biosynthesis protein MoeB	0.012	38	98
MSTRG.4528.1	Myb/SANT domain	0.0042	265	315
MSTRG.45281.1	HspBP1 domain	0.044	896	944
MSTRG.45281.1	HspBP1 domain	0.044	1038	1132
MSTRG.45281.1	HspBP1 domain	0.044	1299	1563
MSTRG.45281.1	Clathrin adaptor core protein	0.06	432	590
MSTRG.45281.1	Clathrin adaptor core protein	0.06	830	934
MSTRG.45281.1	RPA1889-like	0.066	1632	1657
MSTRG.45281.1	RPA1889-like	0.066	1742	1889
MSTRG.45281.1	RPA1889-like	0.066	2006	2181
MSTRG.45300.2	MutT-like	3.78e-05	14	137
MSTRG.45305.4	5' to 3' exonuclease catalytic domain	0.015	1	207
MSTRG.45310.1	HEAT repeat	0.07	279	500
MSTRG.45310.1	HEAT repeat	0.07	534	709
MSTRG.45310.1	Protein kinases, catalytic subunit	0.0054	22	202
MSTRG.45310.1	Protein kinases, catalytic subunit	0.0054	231	311
MSTRG.45310.1	WD40-repeat	0.019	983	1157
MSTRG.45310.11	WD40-repeat	0.021	20	196
MSTRG.45321.1	WD40-repeat	0.0047	9	114
MSTRG.45323.5	PP2C-like	0.016	62	156
MSTRG.45323.6	PP2C-like	0.016	62	156
MSTRG.45324.2	Cofilin-like	2.19e-06	1	151
MSTRG.45324.2	Cofilin-like	0.0013	167	324
MSTRG.45326.5	GABA-aminotransferase-like	1.43e-08	199	591
MSTRG.45332.1	Dual specificity phosphatase-like	4.54e-07	241	389
MSTRG.45332.1	Cell cycle control phosphatase, catalytic domain	9.81e-06	55	191
MSTRG.45334.1	Bacterial dinuclear zinc exopeptidases	1.22e-09	12	199
MSTRG.45334.1	Bacterial dinuclear zinc exopeptidases	1.22e-09	321	402
MSTRG.45334.1	Bacterial exopeptidase dimerisation domain	0.0055	194	305
MSTRG.45334.2	Bacterial dinuclear zinc exopeptidases	3.04e-05	12	87
MSTRG.45334.9	Bacterial dinuclear zinc exopeptidases	3.04e-05	12	87
MSTRG.45335.1	Ccg1/TafII250-interacting factor B (Cib)	2.93e-05	52	253
MSTRG.45335.14	Ccg1/TafII250-interacting factor B (Cib)	0.0045	51	110
MSTRG.45335.2	Ccg1/TafII250-interacting factor B (Cib)	2.93e-05	52	253
MSTRG.45335.3	Ccg1/TafII250-interacting factor B (Cib)	2.93e-05	52	262
MSTRG.45335.4	Ccg1/TafII250-interacting factor B (Cib)	2.93e-05	52	262
MSTRG.45335.5	Ccg1/TafII250-interacting factor B (Cib)	2.93e-05	52	271
MSTRG.45335.6	Ccg1/TafII250-interacting factor B (Cib)	2.93e-05	52	253
MSTRG.45336.10	Ccg1/TafII250-interacting factor B (Cib)	8.43e-07	7	155
MSTRG.45336.14	Eukaryotic type KH-domain (KH-domain type I)	8.96e-05	16	85
MSTRG.45336.14	Eukaryotic type KH-domain (KH-domain type I)	0.00013	236	307
MSTRG.45336.14	Eukaryotic type KH-domain (KH-domain type I)	0.0012	99	185
MSTRG.45336.22	Eukaryotic type KH-domain (KH-domain type I)	0.001	15	46
MSTRG.45336.8	Ccg1/TafII250-interacting factor B (Cib)	8.43e-07	7	155
MSTRG.45336.9	Ccg1/TafII250-interacting factor B (Cib)	0.00025	7	72
MSTRG.4534.1	UBC-related	1.36e-05	9	153
MSTRG.45342.1	L-arabinose binding protein-like	9.81e-09	28	487
MSTRG.45347.1	WD40-repeat	0.01	1088	1153
MSTRG.45347.1	WD40-repeat	0.01	1195	1369
MSTRG.45347.1	Armadillo repeat	0.043	74	179
MSTRG.45347.1	Armadillo repeat	0.043	348	488
MSTRG.45347.1	Armadillo repeat	0.043	669	782
MSTRG.45352.9	SH3-domain	0.0075	3	49
MSTRG.45363.4	Protein kinases, catalytic subunit	7.12e-08	37	239
MSTRG.45377.1	Protein kinase cysteine-rich domain (cys2, phorbol-binding domain)	0.003	43	102
MSTRG.45377.1	Ras-binding domain, RBD	0.037	205	287
MSTRG.45379.4	Bee venom hyaluronidase	1.02e-05	35	357
MSTRG.4538.4	T7 RNA polymerase	0.0046	2	63
MSTRG.4538.9	T7 RNA polymerase	0.00079	1	179
MSTRG.45381.1	Bee venom hyaluronidase	5e-04	59	219
MSTRG.45381.4	Bee venom hyaluronidase	5e-04	59	219
MSTRG.45390.2	Sema domain	4.08e-11	29	520
MSTRG.45390.2	I set domains	0.042	582	665
MSTRG.45390.2	Plexin repeat	0.0023	516	567
MSTRG.45391.16	Canonical RBD	0.004	41	176
MSTRG.45391.2	Canonical RBD	0.022	41	139
MSTRG.45395.2	Canonical RBD	0.017	642	743
MSTRG.45395.2	Canonical RBD	0.0043	423	533
MSTRG.45395.2	Pentapeptide repeats	0.024	95	259
MSTRG.454.3	DBL homology domain (DH-domain)	6.51e-08	153	366
MSTRG.454.3	Pleckstrin-homology domain (PH domain)	2.87e-06	351	507
MSTRG.454.3	SH3-domain	0.00062	55	177
MSTRG.45402.1	Protein kinases, catalytic subunit	3.19e-05	11	190
MSTRG.45402.11	Prefoldin	0.013	3	111
MSTRG.45403.40	Inositol polyphosphate kinase (IPK)	0.007	28	84
MSTRG.45403.40	Inositol polyphosphate kinase (IPK)	0.007	205	269
MSTRG.45403.44	Inositol polyphosphate kinase (IPK)	0.007	28	84
MSTRG.45403.44	Inositol polyphosphate kinase (IPK)	0.007	205	267
MSTRG.45411.2	SPRY domain	0.0044	65	257
MSTRG.45411.7	SPRY domain	0.0044	65	257
MSTRG.45420.2	Dystroglycan, domain 2	2.53e-07	179	302
MSTRG.45420.2	Dystroglycan, N-terminal domain	0.014	495	596
MSTRG.45420.2	Dystroglycan, N-terminal domain	1.91e-06	60	158
MSTRG.45420.3	Dystroglycan, domain 2	2.53e-07	179	302
MSTRG.45420.3	Dystroglycan, N-terminal domain	0.014	495	596
MSTRG.45420.3	Dystroglycan, N-terminal domain	1.91e-06	60	158
MSTRG.45423.10	Aminomethyltransferase folate-binding domain	0.0012	33	99
MSTRG.4543.1	Eukaryotic proteases	1.33e-05	17	269
MSTRG.45430.3	DUSP, domain in ubiquitin-specific proteases	4.04e-06	10	121
MSTRG.45438.1	Kelch motif	0.00038	10	234
MSTRG.45438.1	Kelch motif	0.0072	242	340
MSTRG.45438.2	Kelch motif	0.0025	10	123
MSTRG.45438.3	Kelch motif	0.0025	10	123
MSTRG.45440.3	Laminin-type module	0.032	939	989
MSTRG.45440.3	Laminin-type module	0.0085	878	930
MSTRG.45440.3	Laminin-type module	0.022	438	475
MSTRG.45440.3	Laminin-type module	0.0094	525	564
MSTRG.45440.3	Laminin-type module	0.0076	784	825
MSTRG.45440.3	Laminin-type module	0.015	832	880
MSTRG.45440.3	Laminin-type module	0.01	473	517
MSTRG.45440.3	Laminin-type module	0.019	1144	1192
MSTRG.45440.3	Laminin-type module	0.0024	1039	1093
MSTRG.45440.3	Laminin-type module	0.027	1096	1139
MSTRG.45440.3	Laminin-type module	0.035	350	403
MSTRG.45440.3	Laminin-type module	0.0045	987	1037
MSTRG.45440.3	Laminin-type module	0.032	286	339
MSTRG.45441.2	Ubiquitin carboxyl-terminal hydrolase, UCH	3.81e-06	532	724
MSTRG.45441.2	Ubiquitin carboxyl-terminal hydrolase, UCH	3.81e-06	1101	1256
MSTRG.45441.2	GS domain	9.1e-07	311	429
MSTRG.45441.2	GS domain	0.036	57	143
MSTRG.45441.2	MYND zinc finger	0.0068	830	878
MSTRG.45442.1	Class I aminoacyl-tRNA synthetases (RS), catalytic domain	1.01e-07	263	571
MSTRG.45442.1	Gln-tRNA synthetase (GlnRS), C-terminal (anticodon-binding) domain	1.71e-05	565	771
MSTRG.45444.2	Inosine monophosphate dehydrogenase (IMPDH)	8.87e-11	165	537
MSTRG.45444.2	Inosine monophosphate dehydrogenase (IMPDH)	2.01e-06	18	131
MSTRG.45444.3	Inosine monophosphate dehydrogenase (IMPDH)	2.01e-06	18	132
MSTRG.45444.3	CBS-domain pair	2.47e-05	115	176
MSTRG.45445.3	MTH938-like	0.001	48	171
MSTRG.45448.3	Anticodon-binding domain of a subclass of class I aminoacyl-tRNA synthetases	0.005	3	52
MSTRG.45448.4	Anticodon-binding domain of a subclass of class I aminoacyl-tRNA synthetases	0.005	3	52
MSTRG.45449.1	Polcalcin	0.044	128	281
MSTRG.45449.3	Calmodulin-like	0.062	128	212
MSTRG.45452.2	IBR domain	0.023	10	43
MSTRG.45452.2	RING finger domain, C3HC4	0.00034	55	111
MSTRG.45452.9	RING finger domain, C3HC4	0.021	135	220
MSTRG.45452.9	IBR domain	0.034	207	276
MSTRG.45459.4	Inositol polyphosphate kinase (IPK)	0.03	21	69
MSTRG.45463.1	Cadherin	0.00087	635	740
MSTRG.45463.1	Cadherin	0.0015	843	945
MSTRG.45463.1	Cadherin	0.0092	1154	1256
MSTRG.45463.1	Cadherin	0.001	418	528
MSTRG.45463.1	Cadherin	0.00086	741	841
MSTRG.45463.1	Cadherin	0.00091	313	416
MSTRG.45463.1	Cadherin	0.001	1046	1163
MSTRG.45463.1	Cadherin	0.00046	530	642
MSTRG.45463.1	Cadherin	0.00071	946	1058
MSTRG.45463.1	Laminin G-like module	0.0014	1487	1714
MSTRG.45463.1	Laminin G-like module	0.011	1730	1941
MSTRG.45463.1	EGF-type module	0.0099	1974	2020
MSTRG.45463.1	EGF-type module	0.0082	1426	1466
MSTRG.45463.1	EGF-type module	0.02	1938	1972
MSTRG.45463.1	Laminin-type module	0.0084	2068	2107
MSTRG.45463.1	Hormone receptor domain	0.0039	2096	2175
MSTRG.45468.9	Small Kunitz-type inhibitors & BPTI-like toxins	0.0019	214	271
MSTRG.45470.4	6-phosphofructo-2-kinase/fructose-2,6-bisphosphatase, phosphatase domain	9.81e-08	252	430
MSTRG.45470.4	6-phosphofructo-2-kinase/fructose-2,6-bisphosphatase, kinase domain	3.61e-09	39	250
MSTRG.45476.2	Sema domain	0.00023	28	479
MSTRG.45476.2	Plexin repeat	0.0027	482	533
MSTRG.45491.5	Tandem AAA-ATPase domain	0.025	461	971
MSTRG.45492.4	SWIRM domain	8.24e-05	444	549
MSTRG.45492.4	BRCT domain	0.053	166	219
MSTRG.45492.4	BRCT domain	0.053	259	304
MSTRG.45492.4	Homeodomain	0.075	618	671
MSTRG.45503.5	WD40-repeat	0.00048	771	814
MSTRG.45503.5	WD40-repeat	0.00048	963	1041
MSTRG.45503.5	WD40-repeat	0.00048	1074	1223
MSTRG.45503.5	Multidrug efflux transporter AcrB transmembrane domain	0.019	285	442
MSTRG.45506.5	BTB/POZ domain	0.0083	14	90
MSTRG.45509.2	Histone lysine methyltransferases	0.00082	1441	1661
MSTRG.45509.2	WW domain	0.002	2360	2394
MSTRG.45530.2	Internalin LRR domain	0.027	102	320
MSTRG.45538.1	DNA gyrase/MutL, N-terminal domain	2.27e-05	8	221
MSTRG.45538.1	DNA gyrase/MutL, second domain	0.00081	203	334
MSTRG.45538.6	DNA gyrase/MutL, N-terminal domain	2.64e-05	8	184
MSTRG.45549.4	R3H domain	2.62e-06	136	256
MSTRG.45549.9	R3H domain	2.62e-06	136	256
MSTRG.45572.10	Clathrin adaptor core protein	0.061	93	299
MSTRG.45572.10	Clathrin adaptor core protein	0.061	627	682
MSTRG.45572.5	PBS lyase HEAT-like repeat	0.081	7	113
MSTRG.45572.6	PBS lyase HEAT-like repeat	0.081	8	113
MSTRG.45572.7	PBS lyase HEAT-like repeat	0.081	7	113
MSTRG.45576.8	SAM (sterile alpha motif) domain	0.022	348	422
MSTRG.45577.3	F-box domain	0.0032	15	115
MSTRG.45593.3	Tetratricopeptide repeat (TPR)	0.02	243	326
MSTRG.45593.3	Tetratricopeptide repeat (TPR)	0.02	355	403
MSTRG.45606.1	Oxysterol-binding protein	2.76e-05	333	701
MSTRG.45606.1	Pleckstrin-homology domain (PH domain)	0.015	74	182
MSTRG.45631.3	Canonical RBD	9.26e-05	56	200
MSTRG.45656.5	NLI interacting factor-like phosphatase	2.38e-06	3	114
MSTRG.45657.1	Gelsolin-like	0.0038	7	51
MSTRG.4566.2	Calponin-homology domain, CH-domain	3.18e-05	5	188
MSTRG.45662.1	Thiolase-related	0.00077	35	134
MSTRG.45662.3	Thiolase-related	3.17e-05	43	145
MSTRG.45662.3	Thiolase-related	0.0041	2	45
MSTRG.45667.2	Protein kinases, catalytic subunit	4.77e-06	8	312
MSTRG.45674.2	Protein kinases, catalytic subunit	1.08e-06	171	468
MSTRG.45674.2	Extracellular domain of cell surface receptors	2.89e-06	25	118
MSTRG.45681.2	WD40-repeat	0.00012	30	391
